EmpID,DailyRate,Department,EmployeeCount,EmployeeNumber,HourlyRate,JobInvolvement,JobLevel,JobRole,MonthlyIncome,MonthlyRate,Over18,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM324,1157,Research & Development,1,440,84,1,1,Research Scientist,3464,24737,Y,Yes,13,3,80,0,5,4,3,2,2,2
RM375,304,Sales,1,498,92,3,2,Sales Executive,5253,20750,Y,No,16,3,80,0,7,1,7,5,0,7
RM405,1300,Research & Development,1,536,79,3,2,Laboratory Technician,4558,13535,Y,No,12,3,80,1,10,2,10,0,1,
RM541,654,Research & Development,1,741,67,1,1,Research Scientist,2216,3872,Y,Yes,13,3,80,0,10,4,7,7,3,7
RM599,890,Research & Development,1,828,46,3,1,Research Scientist,4382,16374,Y,No,17,3,80,0,5,3,2,2,2,1
RM613,760,Sales,1,846,81,3,2,Sales Executive,4779,3698,Y,Yes,20,4,80,0,8,2,8,7,7,5
RM630,1169,Human Resources,1,869,63,2,1,Human Resources,4936,23965,Y,No,13,3,80,1,6,6,5,1,0,4
RM660,821,Sales,1,916,98,3,2,Sales Executive,4908,24252,Y,No,14,3,80,0,4,3,4,2,0,2
RM669,995,Research & Development,1,930,77,3,1,Research Scientist,2377,9834,Y,No,18,3,80,1,6,2,2,2,2,2
RM765,1144,Sales,1,1056,74,3,1,Sales Representative,1052,23384,Y,No,22,4,80,0,1,5,1,0,0,0
RM781,1366,Research & Development,1,1082,72,2,3,Healthcare Representative,8722,12355,Y,No,12,3,80,0,10,2,10,7,1,9
RM789,857,Research & Development,1,1097,59,3,2,Research Scientist,3660,7909,Y,No,13,3,80,0,10,4,8,7,1,7
RM794,895,Research & Development,1,1102,50,3,1,Laboratory Technician,2207,22482,Y,No,16,3,80,1,4,5,4,2,2,2
RM801,1009,Research & Development,1,1111,45,2,1,Laboratory Technician,2596,7160,Y,No,15,3,80,2,1,2,1,0,0,0
RM810,950,Research & Development,1,1121,93,3,3,Manufacturing Director,7655,8039,Y,No,17,3,80,3,10,3,9,7,1,7
RM820,1451,Research & Development,1,1136,67,2,1,Research Scientist,3201,19911,Y,No,17,3,80,0,6,2,5,3,0,4
RM828,773,Research & Development,1,1154,39,2,1,Research Scientist,2703,22088,Y,Yes,14,3,80,1,3,2,3,1,0,2
RM843,1485,Research & Development,1,1175,79,3,1,Laboratory Technician,2515,22955,Y,Yes,11,3,80,0,1,4,1,1,0,0
RM869,1179,Research & Development,1,1216,78,2,1,Laboratory Technician,3196,12449,Y,No,12,3,80,3,6,2,6,5,3,3
RM922,791,Research & Development,1,1286,44,3,1,Laboratory Technician,2154,6842,Y,Yes,11,3,80,0,5,2,4,2,0,2
RM930,193,Research & Development,1,1296,52,2,1,Laboratory Technician,3867,14222,Y,Yes,12,3,80,1,2,2,2,2,2,2
RM934,640,Research & Development,1,1301,84,3,1,Research Scientist,2080,4732,Y,No,11,3,80,0,5,2,3,2,1,2
RM945,1476,Research & Development,1,1315,55,1,2,Laboratory Technician,6674,16392,Y,No,11,3,80,3,10,6,9,8,7,5
RM985,736,Sales,1,1387,48,2,2,Sales Executive,4724,24232,Y,No,11,3,80,1,5,0,5,3,0,4
RM1042,866,Sales,1,1469,84,3,2,Sales Executive,8463,23490,Y,No,18,3,80,0,6,4,5,4,1,3
RM1057,1496,Sales,1,1486,92,3,1,Sales Representative,2909,15747,Y,No,15,3,80,1,5,3,3,2,1,2
RM1069,289,Research & Development,1,1504,38,2,1,Laboratory Technician,2561,5355,Y,No,11,3,80,0,8,2,0,0,0,0
RM1070,1423,Research & Development,1,1506,72,2,1,Research Scientist,1563,12530,Y,No,14,3,80,1,1,2,1,0,0,0
RM1071,467,Sales,1,1507,55,3,2,Sales Executive,4898,11827,Y,No,14,3,80,0,5,5,4,2,1,3
RM1074,1083,Research & Development,1,1514,96,1,2,Manufacturing Director,6549,3173,Y,No,14,3,80,2,8,2,8,6,1,7
RM1137,329,Research & Development,1,1604,51,3,1,Laboratory Technician,2408,7324,Y,Yes,17,3,80,3,1,3,1,1,0,0
RM1152,580,Research & Development,1,1622,39,1,2,Manufacturing Director,4877,20460,Y,No,21,4,80,1,6,5,5,3,0,0
RM1284,1181,Research & Development,1,1799,82,3,1,Research Scientist,2044,5531,Y,No,11,3,80,1,5,6,5,3,0,3
RM1308,1217,Research & Development,1,1834,67,3,1,Research Scientist,3591,12719,Y,No,25,4,80,1,3,3,3,2,1,2
RM1324,280,Human Resources,1,1858,43,3,1,Human Resources,2706,10494,Y,No,15,3,80,1,3,2,3,2,2,2
RM1338,1172,Sales,1,1875,78,3,1,Sales Representative,2856,3692,Y,No,19,3,80,1,1,3,1,0,0,0
RM1365,783,Sales,1,1927,42,2,2,Sales Executive,6834,19255,Y,Yes,12,3,80,1,7,2,7,7,0,7
RM1370,1475,Sales,1,1933,84,3,2,Sales Executive,9854,23352,Y,Yes,11,3,80,0,6,0,2,0,2,2
RM1382,1103,Research & Development,1,1947,49,3,1,Research Scientist,2144,2122,Y,No,14,3,80,0,5,3,5,3,1,4
RM1391,1404,Research & Development,1,1960,32,2,1,Laboratory Technician,2367,18779,Y,No,12,3,80,1,6,2,4,1,0,3
RM012,153,Research & Development,1,15,49,2,2,Laboratory Technician,4193,12682,Y,Yes,12,3,80,0,10,3,9,5,0,8
RM016,1389,Research & Development,1,20,51,4,3,Manufacturing Director,9980,10195,Y,No,11,3,80,1,10,1,10,9,8,8
RM072,1328,Research & Development,1,94,76,3,1,Research Scientist,2703,4956,Y,No,23,4,80,1,6,3,5,4,0,
RM156,1496,Research & Development,1,208,41,3,2,Manufacturing Director,4319,26283,Y,No,13,3,80,1,10,1,10,7,0,9
RM206,121,Sales,1,283,35,3,3,Sales Executive,7639,24525,Y,No,22,4,80,3,10,3,10,4,1,
RM218,992,Research & Development,1,300,85,3,1,Research Scientist,2058,19757,Y,No,14,3,80,0,7,1,6,2,1,5
RM228,1413,Sales,1,312,42,3,3,Sales Executive,7918,6599,Y,No,14,3,80,1,11,5,11,10,4,1
RM230,896,Research & Development,1,315,86,2,1,Research Scientist,2389,14961,Y,Yes,13,3,80,0,4,3,4,3,0,1
RM253,665,Research & Development,1,346,60,3,1,Research Scientist,2340,22673,Y,No,19,3,80,0,6,1,6,5,1,
RM255,1247,Sales,1,349,45,3,2,Sales Executive,6931,10732,Y,No,14,3,80,1,10,2,3,2,0,
RM266,1210,Sales,1,366,78,2,2,Sales Executive,6644,3687,Y,No,19,3,80,2,10,2,0,0,0,0
RM283,442,Sales,1,388,44,3,2,Sales Executive,4554,20260,Y,No,18,3,80,0,10,3,10,7,0,9
RM337,318,Research & Development,1,454,77,1,1,Laboratory Technician,2119,4759,Y,Yes,11,3,80,0,7,4,7,7,0,7
RM338,738,Research & Development,1,455,30,2,1,Laboratory Technician,3983,7621,Y,No,17,3,80,0,4,2,3,2,2,2
RM344,144,Sales,1,463,39,2,2,Sales Executive,8268,11866,Y,Yes,14,3,80,2,7,2,7,7,1,7
RM350,746,Sales,1,469,61,3,2,Sales Executive,4649,16928,Y,No,14,3,80,1,4,3,4,3,0,2
RM372,1283,Research & Development,1,495,54,3,1,Research Scientist,2201,18168,Y,No,16,3,80,0,6,4,3,2,1,2
RM421,986,Research & Development,1,564,93,2,3,Research Director,11935,21526,Y,No,18,3,80,0,10,2,10,2,0,7
RM422,408,Research & Development,1,565,71,2,1,Research Scientist,2546,18300,Y,No,16,3,80,0,6,2,2,2,1,1
RM455,232,Research & Development,1,611,34,3,2,Manufacturing Director,4262,22645,Y,No,12,3,80,2,8,2,3,2,1,2
RM508,1176,Sales,1,690,62,3,2,Sales Executive,5561,3487,Y,No,14,3,80,1,6,5,6,0,1,2
RM520,806,Research & Development,1,710,76,1,1,Research Scientist,2720,18959,Y,No,18,3,80,1,10,5,10,7,2,8
RM547,1396,Sales,1,749,99,3,1,Sales Representative,2642,2755,Y,No,11,3,80,0,1,6,1,0,0,0
RM556,1090,Sales,1,766,83,3,1,Sales Representative,2297,17967,Y,No,14,3,80,2,2,2,2,2,2,2
RM573,657,Research & Development,1,793,66,3,2,Healthcare Representative,4335,25549,Y,No,12,3,80,1,11,3,8,7,1,1
RM590,805,Research & Development,1,816,36,2,1,Laboratory Technician,2319,6689,Y,Yes,11,3,80,1,1,1,1,0,0,0
RM595,1252,Research & Development,1,824,81,4,1,Research Scientist,2700,23779,Y,No,24,4,80,1,10,3,10,7,0,7
RM646,341,Sales,1,896,48,2,1,Sales Representative,2800,23522,Y,Yes,19,3,80,3,5,3,3,2,0,2
RM658,1086,Research & Development,1,912,62,2,1,Laboratory Technician,2532,6054,Y,No,14,3,80,3,8,5,4,3,0,3
RM698,1404,Sales,1,974,84,3,1,Sales Representative,2157,18203,Y,No,15,3,80,1,3,5,3,1,0,2
RM712,906,Research & Development,1,994,92,2,1,Research Scientist,2404,11479,Y,Yes,20,4,80,0,3,5,0,0,0,0
RM809,1107,Research & Development,1,1120,93,3,1,Research Scientist,2514,26968,Y,No,22,4,80,1,11,1,7,5,1,7
RM824,490,Research & Development,1,1143,61,3,1,Research Scientist,3291,17940,Y,No,14,3,80,2,8,2,7,5,1,1
RM826,718,Research & Development,1,1150,79,2,2,Manufacturing Director,5056,17689,Y,Yes,15,3,80,1,10,2,10,7,1,2
RM837,408,Sales,1,1165,45,2,3,Sales Executive,7336,11162,Y,No,13,3,80,1,11,3,11,8,3,10
RM853,1401,Research & Development,1,1192,54,3,1,Laboratory Technician,3131,26342,Y,No,13,3,80,1,10,5,10,8,0,8
RM860,942,Research & Development,1,1202,69,1,1,Research Scientist,2168,26933,Y,Yes,18,3,80,1,6,2,5,4,1,3
RM894,1010,Research & Development,1,1249,97,3,1,Research Scientist,3760,5598,Y,No,15,3,80,3,3,5,3,2,1,2
RM904,1329,Research & Development,1,1260,82,3,2,Healthcare Representative,6623,4204,Y,Yes,11,3,80,2,6,2,6,0,1,0
RM906,694,Research & Development,1,1264,87,2,4,Research Director,16124,3423,Y,No,14,3,80,2,9,2,7,7,1,7
RM933,806,Research & Development,1,1299,39,3,1,Laboratory Technician,3339,17285,Y,Yes,13,3,80,2,10,2,7,7,7,7
RM1006,332,Human Resources,1,1419,51,2,3,Human Resources,7988,9769,Y,No,13,3,80,0,10,3,10,9,0,9
RM1008,337,Research & Development,1,1421,84,3,3,Healthcare Representative,7553,22930,Y,Yes,12,3,80,0,9,1,8,7,7,7
RM1058,115,Sales,1,1487,51,3,2,Sales Executive,5765,17485,Y,No,11,3,80,0,7,4,5,3,0,0
RM1064,1246,Sales,1,1497,77,2,2,Sales Executive,8620,23757,Y,No,14,3,80,2,10,3,10,7,0,4
RM1073,410,Research & Development,1,1513,97,3,1,Laboratory Technician,3180,4668,Y,No,13,3,80,3,4,3,3,2,0,2
RM1078,224,Research & Development,1,1522,100,2,1,Research Scientist,2362,7568,Y,No,13,3,80,0,11,2,9,7,0,7
RM1091,441,Research & Development,1,1544,39,1,2,Healthcare Representative,9715,7288,Y,No,13,3,80,1,9,3,7,7,0,7
RM1105,598,Research & Development,1,1558,91,4,1,Research Scientist,2451,22376,Y,No,18,3,80,2,5,2,1,0,0,0
RM1123,1370,Research & Development,1,1586,87,3,1,Laboratory Technician,4723,16213,Y,Yes,18,3,80,0,10,3,10,9,1,5
RM1126,995,Research & Development,1,1590,87,3,2,Healthcare Representative,8853,24483,Y,No,19,3,80,1,6,0,6,4,1,3
RM1173,469,Sales,1,1650,42,2,2,Sales Executive,5869,23413,Y,No,11,3,80,0,8,2,5,2,1,4
RM1189,991,Sales,1,1669,43,2,2,Sales Executive,4187,3356,Y,Yes,13,3,80,1,10,3,10,0,0,9
RM1220,1082,Research & Development,1,1709,43,3,1,Laboratory Technician,2974,25412,Y,No,17,3,80,1,9,2,5,3,1,2
RM1250,428,Sales,1,1752,52,1,1,Sales Representative,2760,14630,Y,No,13,3,80,0,2,3,2,2,2,2
RM1251,461,Research & Development,1,1753,70,4,2,Healthcare Representative,6294,23060,Y,Yes,12,3,80,0,10,5,3,2,0,2
RM1259,590,Research & Development,1,1762,91,2,1,Research Scientist,2109,10007,Y,No,13,3,80,1,1,2,1,0,0,0
RM1314,350,Human Resources,1,1844,56,2,1,Human Resources,2335,3157,Y,Yes,15,3,80,3,4,3,2,2,2,0
RM1319,574,Research & Development,1,1852,40,3,1,Laboratory Technician,3812,7003,Y,No,13,3,80,0,11,3,11,8,3,10
RM1325,726,Research & Development,1,1859,93,1,2,Healthcare Representative,6384,21143,Y,No,17,3,80,2,11,3,7,0,1,6
RM1330,352,Human Resources,1,1865,87,2,1,Human Resources,2804,15434,Y,No,11,3,80,0,1,3,1,0,0,0
RM1333,459,Research & Development,1,1868,73,2,1,Research Scientist,2439,14753,Y,Yes,24,4,80,0,1,3,1,0,1,0
RM1344,592,Research & Development,1,1883,59,3,1,Laboratory Technician,2062,19384,Y,No,14,3,80,0,11,2,3,2,1,2
RM1366,746,Sales,1,1928,45,4,1,Sales Representative,1091,10642,Y,No,17,3,80,0,1,3,1,0,0,0
RM1388,136,Research & Development,1,1954,89,3,2,Healthcare Representative,5373,6225,Y,No,12,3,80,1,6,5,5,3,0,2
RM1443,1092,Research & Development,1,2027,36,3,1,Research Scientist,4787,26124,Y,Yes,14,3,80,3,4,3,2,2,2,2
RM1460,1378,Research & Development,1,2053,46,2,2,Laboratory Technician,4025,23679,Y,Yes,13,3,80,1,10,2,4,3,0,3
RM1461,468,Research & Development,1,2054,73,2,1,Research Scientist,3785,8489,Y,No,14,3,80,0,5,3,5,4,0,4
RM1461,468,Research & Development,1,2054,73,2,1,Research Scientist,3785,8489,Y,No,14,3,80,0,5,3,5,4,0,4
RM008,1358,Research & Development,1,11,67,3,1,Laboratory Technician,2693,13335,Y,No,22,4,80,1,1,2,1,0,0,
RM033,125,Research & Development,1,41,83,2,1,Laboratory Technician,2206,16117,Y,No,13,3,80,0,10,5,10,0,1,8
RM045,721,Research & Development,1,57,58,3,2,Laboratory Technician,4011,10781,Y,No,23,4,80,0,12,2,12,8,3,7
RM081,852,Research & Development,1,104,55,2,2,Laboratory Technician,5126,15998,Y,Yes,12,3,80,2,10,1,10,8,3,0
RM089,288,Research & Development,1,117,99,2,2,Healthcare Representative,4152,15830,Y,No,19,3,80,3,11,3,11,10,10,8
RM093,1334,Sales,1,121,63,2,2,Sales Executive,5209,19760,Y,Yes,12,3,80,3,11,4,11,8,2,7
RM121,1312,Research & Development,1,159,96,1,1,Research Scientist,2613,22310,Y,No,25,4,80,3,10,2,10,7,0,9
RM140,1240,Human Resources,1,184,48,3,2,Human Resources,6347,13982,Y,Yes,19,3,80,0,12,2,11,9,4,
RM144,438,Research & Development,1,194,75,3,1,Research Scientist,2632,23910,Y,No,14,3,80,0,5,4,5,4,0,
RM146,201,Research & Development,1,197,84,3,1,Research Scientist,3204,10415,Y,No,14,3,80,1,8,3,3,2,2,
RM147,1427,Research & Development,1,198,35,2,1,Laboratory Technician,2720,11162,Y,No,13,3,80,0,6,3,5,3,1,
RM168,1339,Sales,1,228,41,3,3,Sales Executive,9419,8053,Y,No,12,3,80,1,12,2,10,9,7,4
RM174,111,Research & Development,1,239,66,3,2,Laboratory Technician,3072,11012,Y,No,11,3,80,2,12,4,12,9,6,10
RM212,829,Research & Development,1,292,88,2,3,Manufacturing Director,8474,20925,Y,No,22,4,80,0,12,2,11,8,5,8
RM215,1005,Research & Development,1,297,88,3,1,Research Scientist,2657,8556,Y,Yes,11,3,80,0,8,5,5,2,0,4
RM217,334,Sales,1,299,52,2,2,Sales Executive,6696,22967,Y,No,15,3,80,0,9,5,6,3,0,1
RM325,1275,Research & Development,1,441,64,3,2,Research Scientist,5775,11934,Y,No,13,3,80,2,11,2,10,8,1,9
RM339,570,Sales,1,456,30,2,2,Sales Executive,6118,5431,Y,No,13,3,80,3,10,2,10,9,1,2
RM355,641,Sales,1,475,85,3,2,Sales Executive,4736,6069,Y,Yes,12,3,80,1,4,2,2,2,2,2
RM382,202,Sales,1,508,72,3,1,Sales Representative,2476,17434,Y,No,18,3,80,1,1,3,1,0,0,0
RM386,464,Research & Development,1,514,40,3,1,Research Scientist,2285,3427,Y,Yes,23,4,80,0,3,4,1,0,0,0
RM403,1082,Sales,1,533,83,3,2,Sales Executive,6577,19558,Y,No,11,3,80,0,6,6,5,4,4,4
RM411,317,Research & Development,1,548,43,1,2,Manufacturing Director,6091,24793,Y,No,20,4,80,0,11,2,5,4,0,2
RM420,1400,Research & Development,1,562,53,3,1,Laboratory Technician,2097,16734,Y,No,15,3,80,1,9,3,5,3,1,4
RM424,1398,Sales,1,567,69,3,3,Sales Executive,8412,2890,Y,No,11,3,80,0,10,3,9,8,7,8
RM427,1116,Research & Development,1,571,49,3,1,Laboratory Technician,2564,7181,Y,No,14,3,80,0,12,2,11,7,6,7
RM438,413,Sales,1,585,57,3,1,Sales Representative,2983,18398,Y,No,14,3,80,0,4,3,3,2,1,2
RM481,448,Sales,1,648,74,2,1,Sales Representative,2033,14470,Y,No,18,3,80,1,1,2,1,0,0,0
RM502,160,Research & Development,1,680,71,3,1,Research Scientist,2083,22653,Y,No,20,4,80,1,1,2,1,0,0,0
RM546,501,Sales,1,747,99,3,2,Sales Executive,5304,25275,Y,No,23,4,80,1,10,2,8,7,7,7
RM582,921,Research & Development,1,806,38,1,1,Laboratory Technician,3833,24375,Y,No,21,4,80,2,7,2,2,2,0,2
RM603,946,Research & Development,1,833,52,2,2,Manufacturing Director,6877,20234,Y,Yes,24,4,80,0,12,4,0,0,0,0
RM624,1012,Research & Development,1,861,75,2,1,Research Scientist,3761,2373,Y,No,12,3,80,1,10,3,5,4,0,3
RM703,231,Sales,1,982,62,3,3,Sales Executive,7264,9977,Y,No,11,3,80,1,10,2,8,4,7,7
RM721,138,Research & Development,1,1004,48,3,1,Research Scientist,2132,11539,Y,Yes,11,3,80,0,7,2,5,2,0,1
RM731,153,Research & Development,1,1015,73,4,3,Research Director,11416,17802,Y,Yes,12,3,80,3,9,4,8,7,1,7
RM733,109,Research & Development,1,1017,60,3,1,Laboratory Technician,2422,25725,Y,No,17,3,80,0,4,3,3,2,1,2
RM783,1176,Research & Development,1,1084,85,3,2,Manufacturing Director,9957,9096,Y,No,15,3,80,1,7,1,6,2,0,2
RM845,852,Sales,1,1179,72,2,2,Sales Executive,6578,2706,Y,No,18,3,80,1,10,3,10,3,1,4
RM866,1329,Sales,1,1211,61,3,2,Sales Executive,4115,13192,Y,No,19,3,80,3,8,3,4,3,0,3
RM875,853,Research & Development,1,1224,49,3,2,Laboratory Technician,3491,11309,Y,No,13,3,80,3,10,4,10,7,8,9
RM887,1465,Research & Development,1,1241,63,3,1,Research Scientist,3579,9369,Y,Yes,21,4,80,1,12,2,11,9,5,7
RM932,879,Research & Development,1,1298,72,3,2,Manufacturing Director,4695,12858,Y,Yes,18,3,80,0,10,3,8,4,1,7
RM942,1138,Research & Development,1,1311,48,2,2,Laboratory Technician,4627,23631,Y,No,12,3,80,1,10,6,9,2,6,7
RM949,634,Research & Development,1,1321,95,3,3,Manager,11916,25927,Y,Yes,23,4,80,2,9,2,9,1,0,8
RM1014,855,Sales,1,1428,73,3,2,Sales Executive,4779,12761,Y,No,14,3,80,2,8,3,3,2,0,2
RM1050,1358,Sales,1,1479,96,3,2,Sales Executive,5301,2939,Y,No,15,3,80,2,4,2,2,1,2,2
RM1053,990,Research & Development,1,1482,64,3,1,Research Scientist,1274,7152,Y,No,13,3,80,2,1,2,1,0,0,0
RM1065,330,Human Resources,1,1499,46,3,1,Human Resources,2064,15428,Y,No,21,4,80,1,6,3,5,3,1,3
RM1107,740,Sales,1,1562,64,2,2,Sales Executive,9714,5323,Y,No,11,3,80,1,10,4,10,8,6,7
RM1110,1288,Sales,1,1568,33,3,3,Sales Executive,9250,17799,Y,No,12,3,80,1,9,3,4,2,1,3
RM1142,241,Research & Development,1,1609,48,2,1,Research Scientist,2141,5348,Y,No,12,3,80,1,6,3,6,4,1,1
RM1234,793,Research & Development,1,1729,33,3,1,Research Scientist,2862,3811,Y,No,12,3,80,1,10,2,10,0,0,8
RM1245,1312,Research & Development,1,1745,78,2,1,Research Scientist,4968,26427,Y,No,16,3,80,0,10,2,9,7,0,7
RM1247,600,Human Resources,1,1747,66,2,1,Human Resources,2180,9732,Y,No,11,3,80,1,6,0,4,2,1,2
RM1252,979,Sales,1,1754,94,2,3,Sales Executive,7140,3088,Y,No,11,3,80,1,12,2,7,7,1,7
RM1260,305,Research & Development,1,1763,58,4,2,Healthcare Representative,5294,9128,Y,No,16,3,80,1,10,3,7,0,1,7
RM1297,1092,Research & Development,1,1816,64,3,3,Manufacturing Director,9667,2739,Y,No,14,3,80,0,9,3,7,7,0,2
RM1339,945,Sales,1,1876,89,3,1,Sales Representative,1081,16019,Y,No,13,3,80,0,1,3,1,0,0,0
RM1413,911,Research & Development,1,1989,76,3,1,Laboratory Technician,3748,4077,Y,No,13,3,80,0,12,6,12,8,1,7
RM013,670,Research & Development,1,16,31,3,1,Research Scientist,2911,15170,Y,No,17,3,80,1,5,1,5,2,4,3
RM059,655,Research & Development,1,76,48,3,2,Laboratory Technician,5915,9528,Y,No,22,4,80,1,10,3,7,7,1,7
RM073,1082,Research & Development,1,95,87,3,1,Research Scientist,2501,18775,Y,No,17,3,80,0,1,4,1,1,1,
RM076,746,Research & Development,1,98,61,3,2,Manufacturing Director,4424,20682,Y,No,23,4,80,0,11,2,11,7,1,
RM125,249,Sales,1,163,76,1,2,Sales Executive,6172,20739,Y,Yes,18,3,80,0,12,3,7,7,7,7
RM133,542,Sales,1,175,71,1,2,Sales Executive,4559,24788,Y,Yes,11,3,80,1,4,2,2,2,2,2
RM181,140,Research & Development,1,246,95,3,1,Research Scientist,3929,6984,Y,Yes,23,4,80,1,7,0,4,2,0,2
RM225,979,Research & Development,1,308,90,1,2,Manufacturing Director,4345,4381,Y,No,12,3,80,1,6,2,5,4,1,4
RM246,1327,Research & Development,1,337,73,3,3,Research Director,13675,13523,Y,No,12,3,80,1,9,3,2,2,2,2
RM260,307,Research & Development,1,355,71,2,1,Laboratory Technician,3479,11652,Y,No,11,3,80,0,6,2,5,4,1,4
RM267,1463,Research & Development,1,367,64,2,2,Healthcare Representative,5582,14408,Y,No,21,4,80,1,10,2,9,0,7,8
RM293,444,Sales,1,399,84,3,1,Sales Representative,2789,3909,Y,No,11,3,80,1,2,5,2,2,2,2
RM304,218,Sales,1,416,100,4,2,Sales Executive,6929,12241,Y,No,11,3,80,1,10,3,8,7,7,7
RM310,691,Research & Development,1,423,86,3,1,Research Scientist,4821,10077,Y,Yes,12,3,80,1,6,4,5,2,0,3
RM311,106,Human Resources,1,424,62,2,2,Human Resources,6410,17822,Y,No,12,3,80,0,9,1,2,2,1,0
RM313,192,Research & Development,1,426,32,3,1,Research Scientist,2695,7747,Y,Yes,18,3,80,1,3,2,2,2,2,2
RM322,691,Sales,1,438,73,3,2,Sales Executive,7547,7143,Y,No,12,3,80,3,13,3,7,7,1,7
RM326,798,Research & Development,1,442,48,2,3,Manufacturing Director,8943,14034,Y,No,24,4,80,1,10,2,10,9,8,9
RM343,1232,Research & Development,1,462,39,3,3,Manufacturing Director,7143,25713,Y,Yes,14,3,80,0,11,2,11,9,4,10
RM370,408,Research & Development,1,493,42,2,1,Research Scientist,2657,7551,Y,Yes,16,3,80,0,3,5,2,2,2,2
RM395,480,Research & Development,1,524,31,3,2,Manufacturing Director,4306,4156,Y,No,12,3,80,1,13,5,13,10,3,12
RM400,329,Research & Development,1,530,98,2,1,Laboratory Technician,2218,16193,Y,No,12,3,80,1,4,3,4,2,3,2
RM435,1274,Research & Development,1,581,33,3,3,Manufacturing Director,10648,14394,Y,No,25,4,80,1,13,6,13,8,0,8
RM440,534,Research & Development,1,587,66,3,3,Healthcare Representative,9824,22908,Y,No,12,3,80,0,12,2,1,0,0,0
RM451,828,Sales,1,604,77,3,2,Sales Executive,6582,8346,Y,Yes,13,3,80,0,10,2,6,5,0,5
RM457,688,Sales,1,613,44,2,3,Manager,11557,25291,Y,No,21,4,80,1,10,3,5,4,0,1
RM483,1365,Sales,1,650,46,3,2,Sales Executive,4233,11512,Y,No,17,3,80,0,9,2,3,1,1,2
RM485,525,Sales,1,653,66,4,2,Sales Executive,5460,6219,Y,No,22,4,80,2,13,4,7,7,5,7
RM645,1222,Research & Development,1,895,48,3,1,Research Scientist,2356,14871,Y,Yes,19,3,80,1,8,2,6,4,0,2
RM676,154,Sales,1,941,41,2,1,Sales Representative,2329,11737,Y,No,15,3,80,0,13,2,7,7,5,2
RM680,1188,Sales,1,947,45,3,2,Sales Executive,6932,24406,Y,No,13,3,80,1,9,2,9,8,0,0
RM691,616,Research & Development,1,961,41,3,2,Healthcare Representative,5855,17369,Y,Yes,11,3,80,2,10,2,9,7,8,5
RM710,335,Research & Development,1,991,46,2,1,Research Scientist,2321,10322,Y,Yes,22,4,80,0,4,0,3,2,1,2
RM727,853,Research & Development,1,1011,96,3,2,Manufacturing Director,4148,11275,Y,No,12,3,80,1,4,1,4,3,0,3
RM819,793,Sales,1,1135,67,4,1,Sales Representative,2791,21981,Y,No,12,3,80,1,3,4,2,2,2,2
RM832,874,Research & Development,1,1160,72,3,1,Laboratory Technician,2610,6233,Y,No,12,3,80,1,2,5,2,2,2,2
RM896,1332,Research & Development,1,1251,80,3,2,Healthcare Representative,6833,17089,Y,Yes,12,3,80,0,6,2,6,5,0,1
RM897,1062,Research & Development,1,1252,96,2,2,Healthcare Representative,6812,17198,Y,No,19,3,80,0,10,2,10,9,1,8
RM951,587,Sales,1,1324,57,3,3,Sales Executive,9852,8935,Y,Yes,19,3,80,1,10,5,10,8,9,6
RM953,1060,Sales,1,1331,54,3,1,Sales Representative,2302,8319,Y,Yes,11,3,80,0,3,2,3,2,2,2
RM981,703,Sales,1,1379,90,2,1,Sales Representative,2785,11882,Y,No,14,3,80,0,3,3,1,0,0,0
RM986,330,Research & Development,1,1389,98,3,2,Manufacturing Director,6179,21057,Y,Yes,15,3,80,2,10,3,10,2,6,7
RM1013,667,Sales,1,1427,50,1,1,Sales Representative,1359,16154,Y,No,12,3,80,0,1,3,1,0,0,0
RM1015,182,Research & Development,1,1430,93,3,4,Research Director,16422,8847,Y,No,11,3,80,0,9,3,3,2,1,0
RM1017,202,Research & Development,1,1433,34,2,1,Research Scientist,1261,22262,Y,No,12,3,80,0,1,3,1,0,0,0
RM1031,326,Sales,1,1453,31,3,3,Sales Executive,10793,8386,Y,No,18,3,80,1,13,5,13,7,9,9
RM1034,1445,Research & Development,1,1459,100,4,3,Manufacturing Director,7446,8931,Y,No,11,3,80,0,10,2,10,8,4,7
RM1036,1398,Human Resources,1,1461,96,4,1,Human Resources,2109,24609,Y,No,18,3,80,0,8,3,3,2,0,2
RM1037,523,Research & Development,1,1464,94,3,1,Laboratory Technician,3722,21081,Y,Yes,13,3,80,1,7,2,2,2,2,2
RM1086,561,Research & Development,1,1537,33,3,1,Research Scientist,4084,4156,Y,No,12,3,80,0,7,2,7,2,7,7
RM1145,715,Sales,1,1613,54,3,2,Sales Executive,5332,21602,Y,No,13,3,80,0,10,3,5,2,0,3
RM1192,1112,Sales,1,1673,67,3,2,Sales Executive,5476,22589,Y,No,11,3,80,2,10,2,10,0,0,2
RM1228,741,Research & Development,1,1721,69,3,1,Laboratory Technician,3477,18103,Y,No,14,3,80,1,6,2,5,2,0,3
RM1240,163,Research & Development,1,1736,30,3,2,Manufacturing Director,5238,6670,Y,No,20,4,80,0,9,3,5,4,1,4
RM1248,1003,Sales,1,1749,51,3,2,Sales Executive,8346,20943,Y,No,19,3,80,1,6,3,5,2,0,2
